obs,Sample_id,SampleDate,ReportDate,P2,Grower,Field,Y,X,attribute,measure
1347,1,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.951641,M3_p,0
1348,2,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.950709,M3_p,0
1349,3,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727888,43.950727,M3_p,0
1350,4,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.951641,M3_p,0
1351,5,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726743,43.951624,M3_p,0
1352,6,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.952502,M3_p,0
1353,7,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.952502,M3_p,0
1354,8,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.95252,M3_p,0
1355,30,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.950691,M3_p,0
1356,31,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721711,43.950727,M3_p,0
1357,32,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.950709,M3_p,0
1358,33,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.951641,M3_p,0
1359,34,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.951624,M3_p,0
1360,35,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72049,43.951624,M3_p,0
1361,36,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719245,43.951624,M3_p,0
1362,37,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.952502,M3_p,0
1363,38,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72039,43.952502,M3_p,0
1364,39,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721736,43.952502,M3_p,0
1365,40,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.952502,M3_p,0
1366,45,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719145,43.950691,M3_p,0
1367,46,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.951677,M3_p,0
1368,41,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.953327,M3_p,0
1369,1,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715079,44.001031,M3icp_p,59
1370,2,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716077,44.001391,M3icp_p,52
1371,3,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717587,44.001059,M3icp_p,42
1372,4,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717699,44.001909,M3icp_p,14
1373,5,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716624,44.002105,M3icp_p,40
1374,6,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715059,44.001936,M3icp_p,54
1375,7,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713805,44.001922,M3icp_p,58
1376,8,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713972,44.00264,M3icp_p,68
1377,9,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715039,44.002841,M3icp_p,52
1378,10,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716294,44.002855,M3icp_p,45
1379,11,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717385,44.003141,M3icp_p,20
1380,12,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716274,44.00376,M3icp_p,58
1381,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,M3icp_p,40
1382,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,M3icp_p,12
1383,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,M3icp_p,42
1384,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,M3icp_p,33
1385,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,M3icp_p,34
1386,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,M3icp_p,47
1387,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,M3icp_p,40
1388,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,M3icp_p,53
1389,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,M3icp_p,37
1390,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,M3icp_p,49
1391,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,M3icp_p,55
1392,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,M3icp_p,42
1393,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,M3icp_p,122
1394,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,M3icp_p,89
1395,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,M3icp_p,50
1396,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,M3icp_p,55
1397,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,M3icp_p,110
1398,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,M3icp_p,80
1399,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,M3icp_p,103
1400,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,M3icp_p,59
1401,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,M3icp_p,76
1402,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,M3icp_p,72
1403,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,M3icp_p,120
1404,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,M3icp_p,116
1405,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,M3icp_p,93
1406,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,M3icp_p,48
1407,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,M3icp_p,58
1408,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,M3icp_p,107
1409,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,M3icp_p,118
1410,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,M3icp_p,88
1411,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,M3icp_p,79
1412,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,M3icp_p,77
1413,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,M3icp_p,82
1414,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,M3icp_p,93
1415,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,M3icp_p,88
1416,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,M3icp_p,91
1417,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,M3icp_p,101
1418,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,M3icp_p,103
1419,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,M3icp_p,92
1420,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,M3icp_p,101
1421,2,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794859,43.993213,M3icp_p,112
1422,3,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794072,43.992681,M3icp_p,74
1423,4,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794252,43.991797,M3icp_p,116
1424,28,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.796501,43.99326,M3icp_p,81
1425,7,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791593,43.992593,M3icp_p,68
1426,41,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.797858,44.041203,M3icp_p,61
1427,42,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795701,44.040519,M3icp_p,74
1428,46,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794507,44.039956,M3icp_p,20
1429,45,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790539,44.039106,M3icp_p,40
1430,47,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789406,44.03939,M3icp_p,29
1431,19,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796546,44.042351,M3icp_p,73
1432,1,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794191,44.043868,M3icp_p,62
1433,17,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794509,44.043223,M3icp_p,41
1434,18,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79787,44.04228,M3icp_p,52
1435,20,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795191,44.042227,M3icp_p,20
1436,21,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793774,44.041882,M3icp_p,22
1437,22,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793374,44.042354,M3icp_p,19
1438,38,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794446,44.040494,M3icp_p,31
1439,39,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795601,44.04124,M3icp_p,33
1440,34,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7894,44.040929,M3icp_p,36
1441,48,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787318,44.040334,M3icp_p,22
1442,2,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79294,44.043647,M3icp_p,39
1443,3,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791681,44.043841,M3icp_p,43
1444,4,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790426,44.043828,M3icp_p,61
1445,5,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789361,44.043621,M3icp_p,57
1446,14,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789307,44.042996,M3icp_p,42
1447,15,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790425,44.043033,M3icp_p,30
1448,16,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793154,44.043111,M3icp_p,41
1449,23,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791611,44.042262,M3icp_p,37
1450,24,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790729,44.042277,M3icp_p,24
1451,25,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789325,44.042079,M3icp_p,39
1452,35,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79065,44.041175,M3icp_p,29
1453,36,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791528,44.041356,M3icp_p,38
1454,37,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793113,44.041018,M3icp_p,32
1455,43,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.792411,44.040423,M3icp_p,37
1456,44,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7899,44.040482,M3icp_p,44
1457,49,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791575,44.043216,M3icp_p,21
1458,31,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785745,44.041331,M3icp_p,40
1459,6,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787815,44.043763,M3icp_p,36
1460,7,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786711,44.043849,M3icp_p,39
1461,8,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785712,44.043741,M3icp_p,26
1462,9,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784476,44.043642,M3icp_p,41
1463,10,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784437,44.043066,M3icp_p,26
1464,11,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785492,44.042882,M3icp_p,33
1465,12,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.78642,44.043149,M3icp_p,40
1466,13,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787748,44.042894,M3icp_p,54
1467,26,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787836,44.041928,M3icp_p,22
1468,27,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786688,44.041647,M3icp_p,37
1469,28,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785438,44.042245,M3icp_p,44
1470,29,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784606,44.042261,M3icp_p,24
1471,30,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784361,44.040973,M3icp_p,18
1472,32,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786437,44.040678,M3icp_p,27
1473,33,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787549,44.04102,M3icp_p,46
1474,40,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796675,44.041007,M3icp_p,35
1475,10,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727839,43.953417,M3icp_p,40
1476,11,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726718,43.953417,M3icp_p,64
1477,12,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725547,43.953435,M3icp_p,50
1478,13,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.953435,M3icp_p,65
1479,14,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724252,43.954331,M3icp_p,33
1480,15,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.954385,M3icp_p,42
1481,16,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.954385,M3icp_p,46
1482,17,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.954385,M3icp_p,44
1483,18,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.9553,M3icp_p,25
1484,19,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726792,43.955264,M3icp_p,62
1485,20,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.955264,M3icp_p,51
1486,21,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.955264,M3icp_p,33
1487,22,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956161,M3icp_p,17
1488,23,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725422,43.956161,M3icp_p,69
1489,24,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.956143,M3icp_p,21
1490,25,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727963,43.956179,M3icp_p,40
1491,26,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727988,43.956986,M3icp_p,126
1492,27,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.956986,M3icp_p,48
1493,28,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.957039,M3icp_p,30
1494,29,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956986,M3icp_p,50
1495,42,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.953327,M3icp_p,42
1496,43,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.953327,M3icp_p,49
1497,44,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.953327,M3icp_p,35
1498,9,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727864,43.95252,M3icp_p,36
1499,1,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.951641,M3icp_p,32
1500,2,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.950709,M3icp_p,88
1501,3,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727888,43.950727,M3icp_p,127
1502,4,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.951641,M3icp_p,45
1503,5,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726743,43.951624,M3icp_p,105
1504,6,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.952502,M3icp_p,39
1505,7,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.952502,M3icp_p,59
1506,8,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.95252,M3icp_p,37
1507,30,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.950691,M3icp_p,59
1508,31,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721711,43.950727,M3icp_p,53
1509,32,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.950709,M3icp_p,39
1510,33,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.951641,M3icp_p,27
1511,34,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.951624,M3icp_p,15
1512,35,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72049,43.951624,M3icp_p,11
1513,36,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719245,43.951624,M3icp_p,20
1514,37,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.952502,M3icp_p,65
1515,38,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72039,43.952502,M3icp_p,61
1516,39,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721736,43.952502,M3icp_p,65
1517,40,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.952502,M3icp_p,42
1518,45,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719145,43.950691,M3icp_p,68
1519,46,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.951677,M3icp_p,101
1520,41,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.953327,M3icp_p,32
1521,1,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715079,44.001031,K,86
1522,2,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716077,44.001391,K,125
1523,3,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717587,44.001059,K,136
1524,4,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717699,44.001909,K,142
1525,5,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716624,44.002105,K,231
1526,6,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715059,44.001936,K,149
1527,7,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713805,44.001922,K,184
1528,8,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713972,44.00264,K,122
1529,9,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715039,44.002841,K,158
1530,10,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716294,44.002855,K,152
1531,11,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717385,44.003141,K,127
1532,12,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716274,44.00376,K,197
1533,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,K,141
1534,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,K,100
1535,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,K,180
1536,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,K,117
1537,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,K,143
1538,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,K,192
1539,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,K,190
1540,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,K,304
1541,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,K,194
1542,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,K,153
1543,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,K,125
1544,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,K,146
1545,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,K,180
1546,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,K,146
1547,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,K,131
1548,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,K,167
1549,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,K,193
1550,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,K,230
1551,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,K,277
1552,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,K,105
1553,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,K,233
1554,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,K,207
1555,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,K,348
1556,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,K,312
1557,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,K,251
1558,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,K,158
1559,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,K,187
1560,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,K,241
1561,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,K,318
1562,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,K,239
1563,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,K,234
1564,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,K,221
1565,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,K,241
1566,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,K,237
1567,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,K,237
1568,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,K,240
1569,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,K,213
1570,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,K,294
1571,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,K,289
1572,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,K,269
1573,2,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794859,43.993213,K,283
1574,3,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794072,43.992681,K,199
1575,4,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794252,43.991797,K,333
1576,28,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.796501,43.99326,K,247
1577,7,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791593,43.992593,K,164
1578,41,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.797858,44.041203,K,355
1579,42,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795701,44.040519,K,380
1580,46,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794507,44.039956,K,174
1581,45,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790539,44.039106,K,200
1582,47,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789406,44.03939,K,191
1583,19,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796546,44.042351,K,139
1584,1,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794191,44.043868,K,280
1585,17,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794509,44.043223,K,221
1586,18,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79787,44.04228,K,245
1587,20,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795191,44.042227,K,152
1588,21,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793774,44.041882,K,196
1589,22,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793374,44.042354,K,149
1590,38,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794446,44.040494,K,183
1591,39,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795601,44.04124,K,198
1592,34,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7894,44.040929,K,256
1593,48,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787318,44.040334,K,179
1594,2,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79294,44.043647,K,218
1595,3,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791681,44.043841,K,153
1596,4,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790426,44.043828,K,222
1597,5,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789361,44.043621,K,237
1598,14,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789307,44.042996,K,200
1599,15,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790425,44.043033,K,184
1600,16,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793154,44.043111,K,185
1601,23,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791611,44.042262,K,264
1602,24,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790729,44.042277,K,189
1603,25,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789325,44.042079,K,372
1604,35,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79065,44.041175,K,176
1605,36,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791528,44.041356,K,190
1606,37,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793113,44.041018,K,232
1607,43,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.792411,44.040423,K,250
1608,44,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7899,44.040482,K,288
1609,49,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791575,44.043216,K,175
1610,31,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785745,44.041331,K,265
1611,6,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787815,44.043763,K,248
